hours_01_01_11,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
15537.00,4,0,1,2,17.22,21.21,77,15.0013,37,345,382
15538.00,4,0,1,2,18.04,21.97,75,15.0013,33,131,164
15539.00,4,0,1,2,19.68,23.485,69,12.998,37,156,193
15540.00,4,0,1,2,19.68,23.485,69,12.998,43,217,260
15541.00,4,0,1,2,20.5,24.24,67,8.9981,54,184,238
15542.00,4,0,1,2,22.14,25.76,64,12.998,43,201,244
15543.00,4,0,1,2,21.32,25,63,11.0014,59,195,254
15544.00,4,0,1,2,20.5,24.24,72,11.0014,70,354,424
15545.00,4,0,1,2,21.32,25,68,11.0014,73,733,806
15546.00,4,0,1,2,20.5,24.24,72,15.0013,26,758,784
15547.00,4,0,1,2,20.5,24.24,72,11.0014,31,483,514
15548.00,4,0,1,2,20.5,24.24,72,11.0014,30,330,360
15549.00,4,0,1,2,19.68,23.485,77,8.9981,16,209,225
15550.00,4,0,1,2,19.68,23.485,77,6.0032,7,155,162
15551.00,4,0,1,2,19.68,23.485,77,6.0032,8,76,84
15552.00,4,0,1,2,18.86,22.725,88,6.0032,0,33,33
15553.00,4,0,1,2,18.86,22.725,88,0,2,6,8
15554.00,4,0,1,2,18.86,22.725,88,0,2,6,8
15555.00,4,0,1,2,18.86,22.725,88,0,0,6,6
15556.00,4,0,1,2,18.86,22.725,88,7.0015,0,6,6
15557.00,4,0,1,2,18.86,22.725,88,6.0032,2,38,40
15558.00,4,0,1,2,18.86,22.725,88,6.0032,3,172,175
15559.00,4,0,1,1,18.86,22.725,82,7.0015,9,498,507
15560.00,4,0,1,1,20.5,24.24,77,11.0014,33,806,839
15561.00,4,0,1,1,22.14,25.76,60,19.0012,35,331,366
15562.00,4,0,1,1,22.96,26.515,52,19.9995,27,190,217
15563.00,4,0,1,1,22.14,25.76,52,12.998,53,238,291
15564.00,4,0,1,1,22.14,25.76,56,15.0013,78,312,390
15565.00,4,0,1,1,22.96,26.515,49,0,60,237,297
15566.00,4,0,1,1,24.6,31.06,40,11.0014,63,208,271
15567.00,4,0,1,1,24.6,31.06,40,11.0014,58,261,319
15568.00,4,0,1,1,24.6,31.06,40,15.0013,92,474,566
15569.00,4,0,1,1,23.78,27.275,43,15.0013,91,857,948
15570.00,4,0,1,2,22.96,26.515,49,11.0014,57,787,844
15571.00,4,0,1,2,22.96,26.515,46,39.0007,32,534,566
15572.00,4,0,1,1,21.32,25,48,32.9975,21,371,392
15573.00,4,0,1,1,20.5,24.24,51,23.9994,18,251,269
15574.00,4,0,1,1,18.86,22.725,55,19.9995,27,170,197
15575.00,4,0,1,1,18.04,21.97,58,12.998,17,119,136
15576.00,4,0,1,1,18.04,21.97,51,8.9981,1,41,42
15577.00,4,0,1,1,18.04,21.97,47,12.998,1,10,11
15578.00,4,0,1,1,17.22,21.21,50,8.9981,4,7,11
15579.00,4,0,1,1,17.22,21.21,47,19.9995,0,3,3
15580.00,4,0,1,1,16.4,20.455,50,16.9979,0,10,10
15581.00,4,0,1,1,14.76,17.425,50,11.0014,0,42,42
15582.00,4,0,1,1,14.76,17.425,50,11.0014,1,158,159
15583.00,4,0,1,1,14.76,16.665,50,16.9979,11,467,478
15584.00,4,0,1,1,15.58,19.695,46,26.0027,25,773,798
15585.00,4,0,1,1,16.4,20.455,43,26.0027,27,328,355
15586.00,4,0,1,1,18.04,21.97,41,23.9994,39,165,204
15587.00,4,0,1,1,18.86,22.725,36,0,76,175,251
15588.00,4,0,1,1,18.86,22.725,36,0,47,279,326
15589.00,4,0,1,1,20.5,24.24,31,7.0015,48,243,291
15590.00,4,0,1,1,21.32,25,32,6.0032,78,270,348
15591.00,4,0,1,1,21.32,25,34,11.0014,102,358,460
15592.00,4,0,1,1,20.5,24.24,36,8.9981,68,413,481
15593.00,4,0,1,1,20.5,24.24,39,19.0012,90,737,827
15594.00,4,0,1,1,18.86,22.725,44,11.0014,64,628,692
15595.00,4,0,1,1,18.04,21.97,51,8.9981,81,662,743
15596.00,4,0,1,1,17.22,21.21,62,11.0014,27,388,415
15597.00,4,0,1,1,17.22,21.21,62,8.9981,24,236,260
15598.00,4,0,1,1,16.4,20.455,66,11.0014,10,167,177
15599.00,4,0,1,1,17.22,21.21,58,6.0032,10,176,186
15600.00,4,0,1,1,16.4,20.455,66,7.0015,8,60,68
15601.00,4,0,1,1,16.4,20.455,66,6.0032,8,29,37
15602.00,4,0,1,1,16.4,20.455,66,6.0032,0,16,16
15603.00,4,0,1,1,14.76,18.18,76,6.0032,0,6,6
15604.00,4,0,1,1,14.76,18.18,76,7.0015,0,8,8
15605.00,4,0,1,1,14.76,18.18,81,6.0032,2,33,35
15606.00,4,0,1,1,13.94,17.425,81,6.0032,3,140,143
15607.00,4,0,1,1,14.76,18.18,81,6.0032,8,384,392
15608.00,4,0,1,1,17.22,21.21,71,6.0032,34,711,745
15609.00,4,0,1,1,20.5,24.24,39,19.9995,26,374,400
15610.00,4,0,1,1,21.32,25,36,19.9995,75,200,275
15611.00,4,0,1,1,22.14,25.76,37,23.9994,61,252,313
15612.00,4,0,1,1,22.14,25.76,39,31.0009,75,312,387
15613.00,4,0,1,1,22.96,26.515,37,26.0027,81,300,381
15614.00,4,0,1,1,22.96,26.515,37,31.0009,109,262,371
15615.00,4,0,1,1,21.32,25,42,30.0026,138,317,455
15616.00,4,0,1,1,18.86,22.725,41,23.9994,108,412,520
15617.00,4,0,1,1,18.86,22.725,38,26.0027,131,706,837
15618.00,4,0,1,1,18.04,21.97,38,19.9995,76,566,642
15619.00,4,0,1,1,17.22,21.21,41,15.0013,40,453,493
15620.00,4,0,1,1,17.22,21.21,47,8.9981,28,280,308
15621.00,4,0,1,1,16.4,20.455,54,12.998,21,169,190
15622.00,4,0,1,1,16.4,20.455,47,19.9995,17,143,160
15623.00,4,0,1,1,14.76,17.425,57,12.998,11,89,100
15624.00,4,0,0,1,14.76,18.18,57,6.0032,31,218,249
15625.00,4,0,0,1,13.94,16.665,53,8.9981,23,123,146
15626.00,4,0,0,1,13.94,16.665,53,12.998,7,60,67
15627.00,4,0,0,1,13.12,15.15,66,15.0013,2,13,15
15628.00,4,0,0,1,12.3,15.15,65,11.0014,2,9,11
15629.00,4,0,0,1,12.3,14.395,61,12.998,0,11,11
15630.00,4,0,0,1,12.3,14.395,61,12.998,5,23,28
15631.00,4,0,0,1,12.3,15.15,61,11.0014,10,60,70
15632.00,4,0,0,1,13.94,17.425,53,7.0015,23,151,174
15633.00,4,0,0,1,14.76,18.18,50,6.0032,46,220,266
15634.00,4,0,0,1,16.4,20.455,43,0,82,265,347
15635.00,4,0,0,1,17.22,21.21,35,8.9981,192,335,527
15636.00,4,0,0,1,18.04,21.97,35,0,202,371,573
15637.00,4,0,0,1,18.86,22.725,36,12.998,235,435,670
15638.00,4,0,0,1,19.68,23.485,33,12.998,243,354,597
15639.00,4,0,0,1,20.5,24.24,36,12.998,251,364,615
15640.00,4,0,0,1,20.5,24.24,31,12.998,294,343,637
15641.00,4,0,0,1,18.86,22.725,38,11.0014,193,335,528
15642.00,4,0,0,1,18.86,22.725,44,8.9981,174,299,473
15643.00,4,0,0,1,18.04,21.97,44,11.0014,73,259,332
15644.00,4,0,0,1,16.4,20.455,54,6.0032,57,198,255
15645.00,4,0,0,1,16.4,20.455,58,12.998,47,157,204
15646.00,4,0,0,1,16.4,20.455,62,0,33,156,189
15647.00,4,0,0,1,17.22,21.21,58,19.9995,27,98,125
15648.00,4,0,0,1,16.4,20.455,71,16.9979,8,103,111
15649.00,4,0,0,1,17.22,21.21,77,19.0012,16,96,112
15650.00,4,0,0,1,16.4,20.455,76,6.0032,8,58,66
15651.00,4,0,0,1,17.22,21.21,77,19.9995,3,25,28
15652.00,4,0,0,1,17.22,21.21,77,19.0012,2,10,12
15653.00,4,0,0,1,16.4,20.455,82,12.998,5,6,11
15654.00,4,0,0,1,16.4,20.455,82,11.0014,4,20,24
15655.00,4,0,0,1,17.22,21.21,82,15.0013,7,44,51
15656.00,4,0,0,1,18.04,21.97,77,12.998,28,104,132
15657.00,4,0,0,2,19.68,23.485,67,19.0012,62,161,223
15658.00,4,0,0,1,22.14,25.76,56,12.998,150,278,428
15659.00,4,0,0,1,22.96,26.515,52,19.9995,156,338,494
15660.00,4,0,0,1,25.42,31.06,46,22.0028,200,362,562
15661.00,4,0,0,1,26.24,31.06,41,30.0026,218,401,619
15662.00,4,0,0,1,27.06,31.06,39,27.9993,249,368,617
15663.00,4,0,0,1,27.06,31.06,39,27.9993,213,355,568
15664.00,4,0,0,1,26.24,31.06,41,19.9995,203,378,581
15665.00,4,0,0,1,26.24,31.06,44,12.998,193,346,539
15666.00,4,0,0,1,23.78,27.275,60,16.9979,134,319,453
15667.00,4,0,0,1,22.96,26.515,64,15.0013,68,268,336
15668.00,4,0,0,1,22.14,25.76,73,15.0013,48,198,246
15669.00,4,0,0,1,22.96,26.515,73,30.0026,40,156,196
15670.00,4,0,0,1,22.96,26.515,73,26.0027,38,87,125
15671.00,4,0,0,2,22.96,26.515,68,19.0012,27,78,105
15672.00,4,0,1,2,22.96,26.515,73,16.9979,17,31,48
15673.00,4,0,1,2,23.78,27.275,64,26.0027,5,24,29
15674.00,4,0,1,2,23.78,27.275,64,23.9994,1,5,6
15675.00,4,0,1,2,22.96,26.515,73,16.9979,2,2,4
15676.00,4,0,1,2,22.96,26.515,68,15.0013,1,9,10
15677.00,4,0,1,2,22.96,26.515,73,19.0012,2,38,40
15678.00,4,0,1,2,22.96,26.515,73,19.9995,6,141,147
15679.00,4,0,1,2,23.78,27.275,68,22.0028,15,461,476
15680.00,4,0,1,2,24.6,30.305,64,26.0027,24,713,737
15681.00,4,0,1,3,24.6,29.545,69,26.0027,31,328,359
15682.00,4,0,1,2,24.6,29.545,73,26.0027,43,125,168
15683.00,4,0,1,2,24.6,29.545,73,26.0027,88,175,263
15684.00,4,0,1,3,24.6,28.79,78,22.0028,73,211,284
15685.00,4,0,1,2,22.96,26.515,88,15.0013,37,109,146
15686.00,4,0,1,2,24.6,28.79,78,19.0012,57,128,185
15687.00,4,0,1,1,24.6,28.79,78,22.0028,70,190,260
15688.00,4,0,1,1,22.96,26.515,64,19.9995,76,371,447
15689.00,4,0,1,1,22.96,26.515,64,16.9979,96,670,766
15690.00,4,0,1,3,22.14,25.76,77,8.9981,52,540,592
15691.00,4,0,1,3,21.32,25,83,6.0032,12,227,239
15692.00,4,0,1,2,21.32,25,72,26.0027,19,237,256
15693.00,4,0,1,1,21.32,25,59,22.0028,16,190,206
15694.00,4,0,1,1,20.5,24.24,59,19.0012,8,118,126
15695.00,4,0,1,1,18.86,22.725,63,15.0013,9,72,81
15696.00,4,0,1,1,18.86,22.725,63,26.0027,3,45,48
15697.00,4,0,1,1,18.04,21.97,67,12.998,4,9,13
15698.00,4,0,1,1,18.04,21.97,67,8.9981,2,1,3
15699.00,4,0,1,1,17.22,21.21,67,7.0015,0,2,2
15700.00,4,0,1,1,17.22,21.21,67,11.0014,0,7,7
15701.00,4,0,1,1,17.22,21.21,67,16.9979,5,47,52
15702.00,4,0,1,1,17.22,21.21,67,11.0014,4,168,172
15703.00,4,0,1,1,17.22,21.21,67,6.0032,20,505,525
15704.00,4,0,1,1,18.04,21.97,62,0,35,800,835
15705.00,4,0,1,1,19.68,23.485,55,16.9979,32,323,355
15706.00,4,0,1,1,20.5,24.24,48,19.0012,65,157,222
15707.00,4,0,1,1,20.5,24.24,45,27.9993,56,172,228
15708.00,4,0,1,2,21.32,25,45,22.0028,69,256,325
15709.00,4,0,1,1,21.32,25,45,19.0012,68,260,328
15710.00,4,0,1,1,22.14,25.76,39,16.9979,94,214,308
15711.00,4,0,1,1,22.14,25.76,41,22.0028,76,270,346
15712.00,4,0,1,1,22.14,25.76,39,19.0012,79,367,446
15713.00,4,0,1,1,21.32,25,39,12.998,104,839,943
15714.00,4,0,1,1,20.5,24.24,42,11.0014,71,767,838
15715.00,4,0,1,1,19.68,23.485,48,0,40,491,531
15716.00,4,0,1,1,18.86,22.725,55,0,35,397,432
15717.00,4,0,1,1,18.86,22.725,63,0,19,176,195
15718.00,4,0,1,1,16.4,20.455,71,6.0032,18,163,181
15719.00,4,0,1,1,16.4,20.455,71,0,23,176,199
15720.00,4,0,1,1,15.58,19.695,76,0,1,48,49
15721.00,4,0,1,1,15.58,19.695,76,0,3,14,17
15722.00,4,0,1,1,15.58,19.695,76,0,4,12,16
15723.00,4,0,1,1,14.76,18.94,87,0,0,7,7
15724.00,4,0,1,1,14.76,18.18,81,6.0032,0,4,4
15725.00,4,0,1,2,14.76,18.94,81,0,2,39,41
15726.00,4,0,1,1,15.58,19.695,82,0,7,171,178
15727.00,4,0,1,1,14.76,18.18,81,7.0015,15,449,464
15728.00,4,0,1,2,16.4,20.455,76,0,38,779,817
15729.00,4,0,1,2,17.22,21.21,77,0,38,344,382
15730.00,4,0,1,2,18.86,22.725,67,0,60,168,228
15731.00,4,0,1,2,20.5,24.24,51,6.0032,78,156,234
15732.00,4,0,1,2,21.32,25,48,11.0014,71,261,332
15733.00,4,0,1,2,22.14,25.76,49,8.9981,73,237,310
15734.00,4,0,1,2,22.96,26.515,43,11.0014,82,188,270
15735.00,4,0,1,2,23.78,27.275,43,15.0013,62,239,301
15736.00,4,0,1,1,22.96,26.515,52,12.998,70,396,466
15737.00,4,0,1,1,22.14,25.76,56,7.0015,122,766,888
15738.00,4,0,1,1,21.32,25,59,11.0014,90,794,884
15739.00,4,0,1,1,20.5,24.24,72,12.998,49,467,516
15740.00,4,0,1,1,20.5,24.24,72,8.9981,54,360,414
15741.00,4,0,1,1,18.86,22.725,82,12.998,28,301,329
15742.00,4,0,1,1,18.86,22.725,88,16.9979,17,198,215
15743.00,4,0,1,1,18.86,22.725,88,15.0013,15,84,99
15744.00,4,0,1,1,18.86,22.725,88,12.998,4,53,57
15745.00,4,0,1,1,18.86,22.725,82,15.0013,0,14,14
15746.00,4,0,1,1,18.86,22.725,82,12.998,1,13,14
15747.00,4,0,1,1,18.04,21.97,88,15.0013,0,5,5
15748.00,4,0,1,1,18.04,21.97,88,15.0013,0,5,5
15749.00,4,0,1,1,18.04,21.97,82,15.0013,1,41,42
15750.00,4,0,1,1,18.04,21.97,88,19.9995,3,150,153
15751.00,4,0,1,1,18.04,21.97,88,16.9979,20,488,508
15752.00,4,0,1,1,18.86,22.725,82,16.9979,31,803,834
15753.00,4,0,1,2,20.5,24.24,77,11.0014,41,346,387
15754.00,4,0,1,2,21.32,25,68,15.0013,60,158,218
15755.00,4,0,1,2,22.96,26.515,56,15.0013,79,189,268
15756.00,4,0,1,2,24.6,31.06,53,16.9979,93,284,377
15757.00,4,0,1,1,25.42,31.06,53,23.9994,96,236,332
15758.00,4,0,1,2,25.42,31.06,50,19.9995,94,191,285
15759.00,4,0,1,2,24.6,30.305,60,12.998,69,284,353
15760.00,4,0,1,1,24.6,31.06,56,19.0012,94,356,450
15761.00,4,0,1,2,23.78,27.275,64,22.0028,102,788,890
15762.00,4,0,1,2,22.96,26.515,64,22.0028,68,720,788
15763.00,4,0,1,2,22.96,26.515,68,19.9995,42,471,513
15764.00,4,0,1,2,22.96,26.515,68,16.9979,39,348,387
15765.00,4,0,1,2,22.14,25.76,77,12.998,38,245,283
15766.00,4,0,1,2,22.14,25.76,83,12.998,27,202,229
15767.00,4,0,1,2,22.14,25.76,83,0,6,111,117
15768.00,4,0,1,2,22.96,26.515,83,7.0015,5,51,56
15769.00,4,0,1,3,22.14,25.76,88,0,4,12,16
15770.00,4,0,1,2,22.14,25.76,88,0,1,9,10
15771.00,4,0,1,2,22.96,26.515,83,0,0,5,5
15772.00,4,0,1,2,22.96,26.515,83,0,1,5,6
15773.00,4,0,1,2,22.14,25.76,88,0,1,35,36
15774.00,4,0,1,3,22.14,25.76,94,11.0014,5,126,131
15775.00,4,0,1,3,22.14,25.76,94,0,5,149,154
15776.00,4,0,1,2,22.14,25.76,94,7.0015,20,447,467
15777.00,4,0,1,2,22.14,25.76,94,7.0015,26,363,389
15778.00,4,0,1,2,23.78,27.275,88,12.998,26,198,224
15779.00,4,0,1,1,24.6,28.03,83,12.998,41,211,252
15780.00,4,0,1,1,26.24,30.305,69,15.0013,74,258,332
15781.00,4,0,1,1,25.42,29.545,73,15.0013,87,288,375
15782.00,4,0,1,1,27.06,31.06,61,16.9979,88,277,365
15783.00,4,0,1,1,26.24,30.305,65,19.9995,93,302,395
15784.00,4,0,1,3,25.42,30.305,69,23.9994,131,434,565
15785.00,4,0,1,3,25.42,30.305,69,23.9994,48,377,425
15786.00,4,0,1,1,22.96,26.515,83,7.0015,21,212,233
15787.00,4,0,1,1,22.14,25.76,88,11.0014,19,213,232
15788.00,4,0,1,1,21.32,25,77,12.998,13,216,229
15789.00,4,0,1,1,20.5,24.24,77,0,17,189,206
15790.00,4,0,1,1,20.5,24.24,77,6.0032,14,176,190
15791.00,4,0,1,1,18.86,22.725,88,7.0015,13,118,131
16080.00,4,0,1,1,14.76,18.18,57,6.0032,8,52,60
16081.00,4,0,1,1,12.3,15.91,75,7.0015,8,22,30
16082.00,4,0,1,1,13.12,16.665,66,8.9981,10,10,20
16083.00,4,0,1,1,13.94,16.665,61,8.9981,5,10,15
16084.00,4,0,1,2,13.94,17.425,66,7.0015,2,8,10
16085.00,4,0,1,1,13.94,16.665,66,8.9981,1,39,40
16086.00,4,0,1,1,13.94,16.665,61,11.0014,2,146,148
16087.00,4,0,1,2,14.76,17.425,57,11.0014,6,414,420
16088.00,4,0,1,2,14.76,18.94,56,7.0015,12,668,680
16089.00,4,0,1,3,14.76,18.18,57,7.0015,21,310,331
16090.00,4,0,1,3,14.76,17.425,62,12.998,13,133,146
16091.00,4,0,1,3,14.76,17.425,62,12.998,14,156,170
16092.00,4,0,1,3,15.58,19.695,62,11.0014,23,198,221
16093.00,4,0,1,2,16.4,20.455,58,11.0014,49,199,248
16094.00,4,0,1,2,16.4,20.455,50,15.0013,31,154,185
16095.00,4,0,1,2,16.4,20.455,54,11.0014,35,179,214
16096.00,4,0,1,2,16.4,20.455,54,11.0014,31,313,344
16097.00,4,0,1,3,16.4,20.455,50,15.0013,37,652,689
16098.00,4,0,1,2,16.4,20.455,50,11.0014,50,628,678
16099.00,4,0,1,2,16.4,20.455,50,11.0014,28,424,452
16100.00,4,0,1,2,15.58,19.695,54,16.9979,16,280,296
16101.00,4,0,1,2,15.58,19.695,54,8.9981,29,238,267
16102.00,4,0,1,1,14.76,17.425,57,11.0014,27,175,202
16103.00,4,0,1,1,13.94,16.665,57,11.0014,8,112,120
16104.00,4,0,1,1,13.94,16.665,57,11.0014,10,40,50
16105.00,4,0,1,1,13.12,15.91,66,11.0014,5,19,24
16106.00,4,0,1,1,13.12,15.91,66,11.0014,3,7,10
16107.00,4,0,1,1,12.3,15.15,70,11.0014,0,3,3
16108.00,4,0,1,1,12.3,15.91,70,7.0015,1,6,7
16109.00,4,0,1,2,13.12,15.91,66,11.0014,1,25,26
16110.00,4,0,1,1,12.3,15.15,70,11.0014,2,120,122
16111.00,4,0,1,2,12.3,15.15,70,8.9981,8,349,357
16112.00,4,0,1,1,13.12,16.665,57,7.0015,31,656,687
16113.00,4,0,1,1,13.94,17.425,53,7.0015,27,355,382
16114.00,4,0,1,1,15.58,19.695,46,19.9995,21,183,204
16115.00,4,0,1,1,17.22,21.21,41,27.9993,42,179,221
16116.00,4,0,1,1,17.22,21.21,41,23.9994,52,240,292
16117.00,4,0,1,1,16.4,20.455,43,23.9994,64,230,294
16118.00,4,0,1,2,16.4,20.455,40,32.9975,63,199,262
16119.00,4,0,1,2,16.4,20.455,40,27.9993,51,255,306
16120.00,4,0,1,1,15.58,19.695,40,22.0028,48,373,421
16121.00,4,0,1,1,15.58,19.695,40,22.0028,57,581,638
16122.00,4,0,1,2,15.58,19.695,43,22.0028,32,490,522
16123.00,4,0,1,2,15.58,19.695,43,19.9995,38,336,374
16124.00,4,0,1,2,14.76,16.665,46,27.9993,14,207,221
16125.00,4,0,1,2,14.76,16.665,46,23.9994,23,133,156
16126.00,4,0,1,1,14.76,16.665,46,16.9979,14,135,149
16127.00,4,0,1,1,13.94,15.15,53,19.9995,11,108,119
16128.00,4,0,0,1,13.94,16.665,53,11.0014,9,99,108
16129.00,4,0,0,2,13.94,15.15,49,22.0028,6,83,89
16130.00,4,0,0,2,13.94,15.91,49,16.9979,10,36,46
16131.00,4,0,0,2,13.94,15.91,49,16.9979,6,22,28
16132.00,4,0,0,2,13.12,15.15,49,19.9995,8,8,16
16133.00,4,0,0,2,13.12,15.15,49,16.9979,1,8,9
16134.00,4,0,0,2,13.12,15.91,49,12.998,4,17,21
16135.00,4,0,0,2,13.12,15.15,49,16.9979,1,58,59
16136.00,4,0,0,2,13.94,15.15,46,19.9995,10,132,142
16137.00,4,0,0,2,13.94,15.15,49,19.9995,31,188,219
16138.00,4,0,0,1,14.76,16.665,46,26.0027,68,260,328
16139.00,4,0,0,2,14.76,16.665,46,26.0027,56,284,340
16140.00,4,0,0,2,14.76,15.91,46,31.0009,74,320,394
16141.00,4,0,0,2,14.76,16.665,46,23.9994,110,339,449
16142.00,4,0,0,2,14.76,16.665,50,22.0028,136,319,455
16143.00,4,0,0,2,14.76,15.91,46,30.0026,117,331,448
16144.00,4,0,0,2,14.76,16.665,46,22.0028,108,292,400
16145.00,4,0,0,2,14.76,16.665,46,19.9995,112,298,410
16146.00,4,0,0,2,14.76,16.665,46,19.0012,58,239,297
16147.00,4,0,0,1,14.76,17.425,50,11.0014,22,217,239
16148.00,4,0,0,1,13.94,16.665,53,8.9981,23,158,181
16149.00,4,0,0,1,13.94,17.425,53,7.0015,31,135,166
16150.00,4,0,0,1,13.12,16.665,57,7.0015,13,133,146
16151.00,4,0,0,1,13.12,16.665,57,7.0015,15,133,148
16152.00,4,0,0,1,12.3,15.91,61,7.0015,5,97,102
16153.00,4,0,0,1,10.66,14.395,81,6.0032,26,139,165
16154.00,4,0,0,1,12.3,16.665,65,0,6,31,37
16155.00,4,0,0,1,11.48,14.395,61,7.0015,1,10,11
16156.00,4,0,0,1,10.66,13.635,65,8.9981,2,7,9
16157.00,4,0,0,1,10.66,13.635,65,7.0015,0,5,5
16158.00,4,0,0,1,11.48,14.395,61,8.9981,2,14,16
16159.00,4,0,0,1,10.66,13.635,65,7.0015,11,39,50
16160.00,4,0,0,1,12.3,15.15,56,8.9981,34,115,149
16161.00,4,0,0,1,13.12,16.665,53,0,56,161,217
16162.00,4,0,0,1,13.94,16.665,49,12.998,73,287,360
16163.00,4,0,0,1,15.58,19.695,46,15.0013,134,311,445
16164.00,4,0,0,1,15.58,19.695,46,15.0013,150,354,504
16165.00,4,0,0,1,16.4,20.455,43,15.0013,122,371,493
16166.00,4,0,0,1,16.4,20.455,40,12.998,149,360,509
16167.00,4,0,0,1,16.4,20.455,40,15.0013,149,300,449
16168.00,4,0,0,1,16.4,20.455,40,22.0028,119,316,435
16169.00,4,0,0,1,14.76,17.425,43,12.998,57,270,327
16170.00,4,0,0,1,14.76,17.425,43,15.0013,31,206,237
16171.00,4,0,0,1,14.76,16.665,43,16.9979,24,203,227
16172.00,4,0,0,1,13.12,14.395,53,23.9994,7,134,141
16173.00,4,0,0,1,12.3,13.635,52,19.9995,16,71,87
16174.00,4,0,0,1,12.3,14.395,52,19.0012,15,64,79
16175.00,4,0,0,2,12.3,15.15,56,11.0014,12,41,53
16176.00,4,0,1,2,12.3,14.395,56,12.998,3,20,23
16177.00,4,0,1,2,12.3,15.15,56,11.0014,0,8,8
16178.00,4,0,1,2,12.3,15.15,56,11.0014,2,4,6
16179.00,4,0,1,2,12.3,14.395,56,15.0013,1,3,4
16180.00,4,0,1,2,12.3,14.395,52,16.9979,5,11,16
16181.00,4,0,1,2,12.3,13.635,52,22.0028,1,38,39
16182.00,4,0,1,2,12.3,14.395,49,19.0012,4,135,139
16183.00,4,0,1,2,12.3,14.395,49,16.9979,8,453,461
16184.00,4,0,1,2,12.3,14.395,49,15.0013,19,629,648
16185.00,4,0,1,2,12.3,14.395,52,19.0012,18,239,257
16186.00,4,0,1,1,13.12,15.15,49,19.0012,30,112,142
16187.00,4,0,1,1,13.94,15.91,46,15.0013,31,119,150
16188.00,4,0,1,1,14.76,16.665,43,22.0028,38,206,244
16189.00,4,0,1,1,14.76,16.665,40,16.9979,39,183,222
16190.00,4,0,1,1,15.58,19.695,40,11.0014,31,165,196
16191.00,4,0,1,1,15.58,19.695,40,19.0012,24,207,231
16192.00,4,0,1,1,14.76,16.665,43,19.0012,35,325,360
16193.00,4,0,1,1,13.94,15.91,46,15.0013,34,604,638
16194.00,4,0,1,1,13.94,15.91,46,15.0013,19,523,542
16195.00,4,0,1,1,13.12,15.91,49,11.0014,11,361,372
16196.00,4,0,1,1,13.12,15.15,49,16.9979,13,228,241
16197.00,4,0,1,1,12.3,14.395,52,19.0012,8,144,152
16198.00,4,0,1,1,11.48,13.635,56,12.998,4,111,115
16199.00,4,0,1,1,10.66,13.635,60,8.9981,0,53,53
16200.00,4,0,1,1,9.84,12.88,60,7.0015,1,18,19
16201.00,4,0,1,1,9.84,12.12,60,11.0014,0,8,8
16202.00,4,0,1,1,9.84,12.88,65,6.0032,0,2,2
16203.00,4,0,1,1,9.02,12.12,64,7.0015,0,4,4
16204.00,4,0,1,1,9.02,12.88,69,6.0032,0,7,7
16205.00,4,0,1,2,9.02,11.365,64,12.998,1,40,41
16206.00,4,0,1,1,9.02,11.365,69,8.9981,6,143,149
16207.00,4,0,1,1,8.2,10.605,69,11.0014,9,378,387
16208.00,4,0,1,1,9.02,11.365,69,11.0014,20,568,588
16209.00,4,0,1,1,10.66,12.88,60,11.0014,25,338,363
16210.00,4,0,1,1,12.3,14.395,49,12.998,41,189,230
16211.00,4,0,1,1,13.12,16.665,45,8.9981,39,177,216
16212.00,4,0,1,1,13.12,16.665,45,8.9981,31,217,248
16213.00,4,0,1,1,13.94,16.665,46,8.9981,46,232,278
16214.00,4,0,1,1,14.76,18.18,40,7.0015,44,196,240
16215.00,4,0,1,1,13.94,15.91,46,16.9979,45,227,272
16216.00,4,0,1,1,13.94,16.665,46,11.0014,33,369,402
16217.00,4,0,1,1,13.12,15.15,53,15.0013,30,597,627
16218.00,4,0,1,1,13.12,15.15,57,19.9995,20,477,497
16219.00,4,0,1,1,12.3,14.395,56,15.0013,15,356,371
16220.00,4,0,1,1,12.3,14.395,61,15.0013,10,218,228
16221.00,4,0,1,2,12.3,14.395,56,16.9979,14,137,151
16222.00,4,0,1,2,12.3,14.395,56,15.0013,17,136,153
16223.00,4,0,1,1,12.3,14.395,56,15.0013,19,186,205
16224.00,4,0,1,2,12.3,14.395,56,19.0012,49,234,283
16225.00,4,0,1,2,11.48,13.635,61,16.9979,6,86,92
16226.00,4,0,1,2,11.48,12.88,56,19.9995,6,68,74
16227.00,4,0,1,2,11.48,12.88,52,22.0028,2,9,11
16228.00,4,0,1,2,11.48,12.88,52,19.9995,0,9,9
16229.00,4,0,1,2,11.48,12.88,52,22.0028,0,27,27
16230.00,4,0,1,2,10.66,12.12,56,19.0012,3,115,118
16231.00,4,0,1,2,10.66,11.365,56,19.9995,5,314,319
16232.00,4,0,1,2,10.66,12.12,60,19.0012,18,583,601
16233.00,4,0,1,2,10.66,12.12,60,19.0012,17,351,368
16234.00,4,0,1,2,11.48,12.88,56,19.9995,27,151,178
16235.00,4,0,1,2,13.12,14.395,51,23.9994,15,132,147
16236.00,4,0,1,2,13.12,15.15,53,19.0012,24,188,212
16237.00,4,0,1,2,13.12,15.15,53,16.9979,23,158,181
16238.00,4,0,1,2,13.12,14.395,53,23.9994,19,142,161
16239.00,4,0,1,2,13.12,15.15,53,19.9995,20,178,198
